phase,hand_strength,num_bets,pot_size_bb,to_call_bb,action,hero_profit,street,board_paired,board_flush_possible,board_straight_possible
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,call,70,,,,
postflop,0.6982042347896007,0,1.5,0.0,call,70,Flop,1.0,0.0,0.0
postflop,0.6982042347896007,1,3.5,2.0,call,70,Flop,1.0,0.0,0.0
postflop,0.6982042347896007,0,5.5,0.0,raise,70,Turn,1.0,0.0,1.0
postflop,0.9619404985258644,0,9.5,0.0,raise,70,River,1.0,0.0,1.0
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,raise,30,,,,
postflop,0.09126239614044496,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
preflop,0.175,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.447869203966765,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,70,,,,
postflop,0.6058697400160815,0,5.5,0.0,raise,70,Flop,1.0,0.0,1.0
postflop,0.6058697400160815,0,9.5,0.0,call,70,Turn,1.0,0.0,1.0
postflop,0.6058697400160815,1,11.5,2.0,raise,70,Turn,1.0,0.0,1.0
postflop,0.6058697400160815,0,13.5,0.0,call,70,River,1.0,0.0,0.0
preflop,0.075,1,1.5,0.0,call,-5,,,,
postflop,0.301125703564728,0,1.5,0.0,call,-5,Flop,1.0,0.0,0.0
postflop,0.301125703564728,1,3.5,2.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,-5,,,,
postflop,0.3972125435540069,0,1.5,0.0,fold,-5,Flop,1.0,0.0,1.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,70,,,,
postflop,0.1127043688019298,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.1127043688019298,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.2843741624229429,0,9.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.2843741624229429,1,11.5,2.0,call,70,Turn,0.0,0.0,0.0
postflop,0.5911283838113106,0,13.5,0.0,raise,70,River,1.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.13776467435004025,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.09153042079871343,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,call,-5,,,,
postflop,0.39010989010989006,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.39010989010989006,1,3.5,2.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
preflop,0.2,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.28558027338515146,0,1.5,0.0,call,10,Flop,1.0,0.0,0.0
postflop,0.28625033503082287,0,1.5,0.0,raise,10,Turn,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,raise,-65,,,,
postflop,0.4868667917448405,0,5.5,0.0,raise,-65,Flop,1.0,0.0,1.0
postflop,0.6352184400964889,0,9.5,0.0,raise,-65,Turn,1.0,0.0,1.0
postflop,0.6352184400964889,0,13.5,0.0,fold,-65,River,1.0,0.0,1.0
preflop,0.15,1,1.5,0.0,raise,-25,,,,
postflop,0.3893058161350844,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.075,1,1.5,0.0,fold,-5,,,,
preflop,0.325,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,-5,,,,
preflop,0.15,2,3.5,2.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.007236665773251105,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.275,1,1.5,0.0,call,-5,,,,
postflop,0.029750737067810284,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.409139640846958,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.33637094612704366,0,5.5,0.0,raise,30,Flop,1.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.7097292950951488,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.375,1,1.5,0.0,call,-65,,,,
postflop,0.14098097024926293,0,1.5,0.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.14098097024926293,1,3.5,2.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.14178504422406857,0,5.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.31693915840257303,0,9.5,0.0,call,-65,River,1.0,0.0,0.0
postflop,0.31693915840257303,1,11.5,2.0,call,-65,River,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.12409541677834357,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,-45,,,,
postflop,0.13977485928705435,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.16885553470919323,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,call,-5,,,,
postflop,0.11511659072634683,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.1081479496113642,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.16309300455641917,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,-5,,,,
postflop,0.22996515679442509,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,-25,,,,
postflop,0.13964084695792012,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.09916912355936747,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,raise,-25,,,,
postflop,0.5171535781291878,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.49329938354328595,0,5.5,0.0,fold,-25,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.031894934333958735,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,-65,,,,
postflop,0.07772715089788262,0,5.5,0.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.07772715089788262,1,7.5,2.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.7851782363977486,0,9.5,0.0,raise,-65,Turn,0.0,0.0,1.0
postflop,0.7851782363977486,0,13.5,0.0,fold,-65,River,0.0,0.0,0.0
preflop,0.325,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,-45,,,,
postflop,0.10359153042079872,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.4583221656392388,0,9.5,0.0,fold,-45,Turn,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.014205306888233737,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.28692039667649427,0,5.5,0.0,raise,30,Flop,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,-65,,,,
postflop,0.12999195926025198,0,1.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.12999195926025198,0,5.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.13253819351380325,0,9.5,0.0,raise,-65,River,0.0,1.0,0.0
preflop,0.5,1,1.5,0.0,raise,70,,,,
postflop,0.1487536853390512,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.1487536853390512,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.1487536853390512,0,9.5,0.0,raise,70,Turn,0.0,1.0,0.0
postflop,0.7855802733851515,0,13.5,0.0,call,70,River,0.0,1.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.10546770302867858,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.07223264540337715,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.07223264540337715,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.5533369069954436,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.33730903243098365,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.275,1,1.5,0.0,call,-5,,,,
postflop,0.04543017957652107,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.03819351380326985,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,raise,-25,,,,
postflop,0.46341463414634143,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.175,1,1.5,0.0,call,-5,,,,
preflop,0.175,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.5274725274725275,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-65,,,,
preflop,0.2,2,3.5,2.0,call,-65,,,,
postflop,0.45590994371482174,0,5.5,0.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.45590994371482174,1,7.5,2.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.4561779683730903,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.4561779683730903,0,13.5,0.0,call,-65,River,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.2603859555079068,0,5.5,0.0,raise,30,Flop,1.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.35,1,1.5,0.0,raise,30,,,,
postflop,0.3614312516751541,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.17019565800053604,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.1,1,1.5,0.0,call,-65,,,,
postflop,0.6523720182256767,0,1.5,0.0,call,-65,Flop,1.0,0.0,0.0
postflop,0.6523720182256767,1,3.5,2.0,call,-65,Flop,1.0,0.0,0.0
postflop,0.6523720182256767,0,5.5,0.0,call,-65,Turn,1.0,0.0,0.0
postflop,0.6523720182256767,1,7.5,2.0,call,-65,Turn,1.0,0.0,0.0
postflop,0.6523720182256767,0,9.5,0.0,call,-65,River,1.0,0.0,0.0
postflop,0.6523720182256767,1,11.5,2.0,call,-65,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.06995443580809435,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.24269632806218167,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.09555079067274186,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.23009916912355932,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.11551862771374966,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.7847761994103457,0,1.5,0.0,call,-5,Flop,0.0,0.0,1.0
postflop,0.7847761994103457,1,3.5,2.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.0956848030018762,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-25,,,,
postflop,0.5465022782095953,0,1.5,0.0,call,-25,Flop,1.0,0.0,1.0
postflop,0.5465022782095953,1,3.5,2.0,raise,-25,Flop,1.0,0.0,1.0
postflop,0.5542749932993836,0,5.5,0.0,fold,-25,Turn,1.0,0.0,1.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.325,1,1.5,0.0,call,30,,,,
postflop,0.08335566872152234,0,1.5,0.0,raise,30,Flop,0.0,0.0,0.0
postflop,0.9130259983918521,0,5.5,0.0,call,30,Turn,0.0,1.0,0.0
postflop,0.9130259983918521,0,5.5,0.0,call,30,River,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.08214955775931387,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.06754221388367732,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-65,,,,
postflop,0.1022514071294559,0,1.5,0.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.1022514071294559,1,3.5,2.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.34052532833020643,0,5.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.34052532833020643,0,9.5,0.0,call,-65,River,0.0,0.0,0.0
postflop,0.34052532833020643,1,11.5,2.0,raise,-65,River,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.06030554811042621,0,1.5,0.0,raise,10,Flop,0.0,1.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.277271508978826,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.044626105601715316,0,5.5,0.0,raise,30,Flop,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,raise,-25,,,,
postflop,0.024792280889841867,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.26976681854730633,0,5.5,0.0,raise,30,Flop,1.0,0.0,1.0
preflop,0.325,1,1.5,0.0,call,-25,,,,
postflop,0.45095148753685343,0,1.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.45095148753685343,1,3.5,2.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.4583221656392388,0,5.5,0.0,fold,-25,Turn,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.20262664165103195,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-25,,,,
preflop,0.225,2,3.5,2.0,raise,-25,,,,
postflop,0.2735191637630662,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.53631734119539,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,raise,30,,,,
postflop,0.20959528276601447,0,5.5,0.0,raise,30,Flop,1.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,70,,,,
postflop,0.24189225408737602,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.24189225408737602,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.25140712945590993,0,9.5,0.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.8568748324845886,0,13.5,0.0,raise,70,River,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.06191369606003749,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,call,-5,,,,
postflop,0.2650763870276065,0,1.5,0.0,call,-5,Flop,1.0,0.0,0.0
postflop,0.2650763870276065,1,3.5,2.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-45,,,,
postflop,0.11779683730903245,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.14312516751541138,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.7845081747520772,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.30192977753953365,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.5817475207719109,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,1.0,1,1.5,0.0,raise,30,,,,
postflop,0.539667649423747,0,5.5,0.0,raise,30,Flop,0.0,0.0,1.0
preflop,0.35,1,1.5,0.0,fold,-5,,,,
preflop,0.1,1,1.5,0.0,call,10,,,,
postflop,0.1169927633342267,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.22621281157866524,0,1.5,0.0,call,10,Turn,1.0,0.0,0.0
postflop,0.22849102117394804,0,1.5,0.0,raise,10,River,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.1700616456714018,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-45,,,,
postflop,0.11779683730903245,0,1.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.5349772179040472,0,5.5,0.0,raise,-45,Turn,1.0,0.0,0.0
postflop,0.5455641919056553,0,9.5,0.0,call,-45,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,70,,,,
postflop,0.1369606003752345,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.1369606003752345,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.1376306620209059,0,9.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.1376306620209059,1,11.5,2.0,call,70,Turn,0.0,0.0,0.0
postflop,0.34615384615384615,0,13.5,0.0,raise,70,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.1684534977217904,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.4068614312516752,0,1.5,0.0,fold,-5,Turn,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.07102653444116858,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
preflop,0.2,2,3.5,2.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,70,,,,
postflop,0.7555615116590726,0,1.5,0.0,call,70,Flop,1.0,0.0,1.0
postflop,0.7555615116590726,1,3.5,2.0,call,70,Flop,1.0,0.0,1.0
postflop,0.9935674082015545,0,5.5,0.0,raise,70,Turn,1.0,0.0,1.0
postflop,0.9935674082015545,0,9.5,0.0,raise,70,River,1.0,0.0,1.0
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.09662288930581608,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,-25,,,,
postflop,0.2015545430179576,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.2015545430179576,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.32189761458054145,0,1.5,0.0,fold,-5,Flop,1.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,2,,,,
postflop,0.26400428839453227,0,1.5,0.0,call,2,Flop,1.0,0.0,1.0
postflop,0.2735191637630662,0,1.5,0.0,call,2,Turn,1.0,0.0,0.0
postflop,0.5687483248458858,0,1.5,0.0,raise,2,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.16992763334226746,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.44344679710533375,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.45,1,1.5,0.0,fold,-5,,,,
preflop,0.075,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,call,-25,,,,
preflop,0.15,2,3.5,2.0,call,-25,,,,
postflop,0.15974269632806215,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.17796837309032432,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.55,1,1.5,0.0,raise,10,,,,
preflop,0.35,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.32578397212543553,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.10251943178772449,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.275,1,1.5,0.0,call,-65,,,,
preflop,0.275,2,3.5,2.0,raise,-65,,,,
postflop,0.0044224068614312495,0,5.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.023854194585901878,0,9.5,0.0,call,-65,Turn,0.0,0.0,0.0
postflop,0.023854194585901878,1,11.5,2.0,call,-65,Turn,0.0,0.0,0.0
postflop,0.05682122755293484,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.610426159206647,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.1936478155990351,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.012195121951219523,0,1.5,0.0,call,-5,Flop,0.0,0.0,1.0
postflop,0.012195121951219523,1,3.5,2.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.04087376038595547,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.4242830340391316,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.29281693915840257,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.29281693915840257,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.425,1,1.5,0.0,raise,10,,,,
preflop,0.35,1,1.5,0.0,raise,-25,,,,
postflop,0.32256767622621285,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.32256767622621285,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,70,,,,
postflop,0.424015009380863,0,5.5,0.0,raise,70,Flop,1.0,0.0,1.0
postflop,0.7467166979362101,0,9.5,0.0,raise,70,Turn,1.0,0.0,1.0
postflop,0.7473867595818815,0,13.5,0.0,call,70,River,1.0,1.0,0.0
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.24457250067006164,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.045162154918252484,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.5495845617796837,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.5495845617796837,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.425,1,1.5,0.0,fold,-5,,,,
preflop,0.375,1,1.5,0.0,call,-65,,,,
postflop,0.6334762798177432,0,1.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.6334762798177432,0,5.5,0.0,raise,-65,Turn,0.0,0.0,1.0
postflop,0.6334762798177432,0,9.5,0.0,call,-65,River,0.0,1.0,0.0
postflop,0.6334762798177432,1,11.5,2.0,call,-65,River,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,-65,,,,
postflop,0.3934601983382471,0,5.5,0.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.3934601983382471,1,7.5,2.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.3934601983382471,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.3934601983382471,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
