Unnamed: 0,prev_line,hero_pos,hero_holding,correct_decision,num_players,num_bets,available_moves,pot_size
28117,UTG/2.0bb/CO/call/BTN/9.5bb/BB/24.0bb/UTG/fold/CO/call/BTN/allin,BB,KhKc,fold,4,4,"['call', 'fold']",150.5
28118,UTG/2.0bb/BTN/7.5bb,SB,3s3h,fold,3,2,"['20.0bb', 'allin', 'fold']",11.0
28119,UTG/2.0bb/SB/call/BB/11.0bb/UTG/21.0bb/SB/allin/BB/fold,UTG,AdKd,call,3,4,"['call', 'fold']",132.0
28120,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/BB/allin,HJ,Ac8c,fold,4,4,"['call', 'fold']",130.5
28121,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/allin/BTN/fold/SB/fold,BB,KcJs,fold,4,3,"['call', 'fold']",118.6
28122,SB/3.0bb,BB,Th9c,call,2,1,"['call', '10.0bb', 'fold']",4.0
28123,BTN/2.5bb/SB/call/BB/allin,BTN,AhJh,call,3,2,"['call', 'fold']",105.0
28124,UTG/2.0bb/BB/12.0bb,UTG,JhJd,call,2,2,"['22.0bb', 'call', 'fold']",14.5
28125,BTN/2.5bb/SB/12.0bb,BTN,AhJd,26.0bb,2,2,"['allin', '26.0bb', 'call', 'fold']",15.5
28126,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/fold/BTN/allin/SB/fold,BB,AdKd,call,5,3,"['call', 'fold']",136.0
28127,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/SB/allin,BB,Qd8d,fold,5,4,"['call', 'fold']",122.5
28128,UTG/2.0bb/BTN/allin,SB,Ks7h,fold,3,2,"['call', 'fold']",103.5
28129,UTG/2.0bb/BTN/call,BB,Ks7h,fold,3,1,"['14.0bb', 'fold']",5.5
28130,HJ/2.0bb,BB,KsTd,call,2,1,"['call', '12.3bb', 'fold']",3.5
28131,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/SB/25.2bb,HJ,9d8d,fold,4,4,"['allin', 'fold']",47.8
28132,HJ/2.0bb/CO/call/SB/13.0bb,BB,Ks7c,fold,4,2,"['25.0bb', 'allin', 'fold']",18.0
28133,UTG/2.0bb/BTN/call/SB/13.0bb/UTG/allin,BTN,AhQs,fold,3,3,['fold'],116.0
28134,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/UTG/fold/CO/29.0bb/BTN/allin,SB,KsKc,call,4,4,"['call', 'fold']",147.0
28135,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/call/CO/allin/BTN/fold,SB,AsQs,fold,5,4,"['call', 'fold']",177.2
28136,HJ/2.0bb/SB/11.0bb/BB/23.0bb/HJ/fold/SB/allin,BB,AsAh,call,3,4,"['call', 'fold']",125.0
28137,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/31.2bb/BTN/call/SB/fold,BB,7s7c,fold,5,3,"['allin', 'fold']",82.4
28138,UTG/2.0bb/CO/call/BTN/call,SB,AsQs,15.0bb,4,1,"['15.0bb', 'fold']",7.5
28139,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/34.0bb/CO/call/BTN/call/SB/allin,BB,KsKc,call,5,4,"['call', 'fold']",217.0
28140,BTN/2.5bb/BB/13.0bb,BTN,Qh7h,fold,2,2,"['allin', '27.0bb', 'call', 'fold']",16.0
28141,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/fold/SB/30.0bb,BB,Ad8d,fold,4,3,"['allin', 'call', 'fold']",48.0
28142,CO/2.3bb/SB/11.5bb/BB/25.0bb/CO/call/SB/allin,BB,AhAd,call,3,4,"['call', 'fold']",150.0
28143,UTG/2.0bb/BTN/7.5bb/UTG/20.0bb,BTN,7h7c,fold,2,3,"['allin', 'call', 'fold']",29.0
28144,HJ/2.0bb/CO/6.5bb/SB/allin,HJ,JsTd,fold,3,3,"['call', 'fold']",109.5
28145,UTG/2.0bb/CO/call/BTN/9.5bb/BB/allin/UTG/fold/CO/fold,BTN,AcKc,call,4,3,"['call', 'fold']",114.0
28146,HJ/2.0bb/CO/allin,BTN,AdJh,fold,3,2,"['call', 'fold']",103.5
28147,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/34.0bb/BTN/call/SB/allin,BB,AhAd,call,5,4,"['call', 'fold']",185.0
28148,HJ/2.0bb/BTN/call/SB/call/BB/allin,HJ,AhQs,fold,4,2,"['call', 'fold']",106.0
28149,UTG/2.0bb/HJ/6.5bb/BTN/14.0bb/BB/26.0bb/UTG/fold/HJ/allin/BTN/fold,BB,QhQc,fold,4,5,"['call', 'fold']",142.5
28150,UTG/2.0bb/CO/6.5bb,BB,AcQc,18.0bb,3,2,"['18.0bb', 'allin', 'fold']",10.0
28151,UTG/2.0bb/SB/call/BB/11.0bb/UTG/21.0bb/SB/fold,BB,AcJc,call,3,3,"['allin', '40.0bb', 'call', 'fold']",34.0
28152,HJ/2.0bb,SB,KhTh,call,2,1,"['call', '11.0bb', 'fold']",3.5
28153,HJ/2.0bb/SB/call,BB,AsAd,11.0bb,3,1,"['11.0bb', 'fold']",5.0
28154,HJ/2.0bb/SB/call,BB,AdJd,11.0bb,3,1,"['11.0bb', 'fold']",5.0
28155,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/BB/call/HJ/call/CO/call/BTN/allin,SB,7s7d,fold,5,4,"['call', 'fold']",196.4
28156,UTG/2.0bb/HJ/6.5bb/CO/allin,BB,Kd7c,fold,4,3,"['call', 'fold']",110.0
28157,UTG/2.0bb/CO/call/BTN/call/SB/allin,BB,KsKc,call,5,2,"['call', 'fold']",107.0
28158,UTG/2.0bb/CO/call/BB/14.0bb/UTG/call/CO/allin,BB,Ks6s,fold,3,3,"['call', 'fold']",128.5
28159,BTN/2.5bb/SB/call/BB/11.0bb/BTN/23.0bb/SB/call/BB/allin,BTN,AdKd,call,3,4,"['call', 'fold']",146.0
28160,HJ/2.0bb/BTN/7.5bb/BB/21.0bb/HJ/fold/BTN/35.7bb,BB,AdQs,fold,3,4,"['allin', 'call', 'fold']",59.2
28161,UTG/2.0bb/HJ/6.5bb,CO,KcTc,fold,3,2,"['14.0bb', 'fold']",10.0
28162,UTG/2.0bb/BTN/7.5bb,UTG,QcJs,fold,2,2,"['20.0bb', 'allin', 'call', 'fold']",11.0
28163,HJ/2.0bb/BTN/call/SB/13.0bb/HJ/24.9bb/BTN/allin/SB/fold,HJ,AhQs,fold,3,4,"['call', 'fold']",138.9
28164,HJ/2.0bb/CO/6.5bb/BTN/call/HJ/22.9bb/CO/allin/BTN/fold,HJ,AsAd,call,3,4,"['call', 'fold']",130.9
28165,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/HJ/fold/CO/28.5bb,BTN,AcJc,call,3,4,"['allin', 'call', 'fold']",45.1
28166,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/fold/CO/fold/SB/allin,BB,AhKh,call,4,3,"['call', 'fold']",119.0
28167,HJ/2.0bb,BB,AsQd,call,2,1,"['call', '12.3bb', 'fold']",3.5
28168,HJ/2.0bb/CO/call/SB/allin,BB,QdJd,call,4,2,"['call', 'fold']",105.0
28169,HJ/2.0bb/CO/allin,BTN,Ad4s,fold,3,2,"['call', 'fold']",103.5
28170,HJ/2.0bb/CO/6.5bb/BTN/call/BB/24.1bb/HJ/call/CO/call/BTN/allin,BB,5d4d,fold,4,4,"['call', 'fold']",172.8
28171,UTG/2.0bb/HJ/6.5bb/BB/19.0bb/UTG/fold/HJ/33.0bb/BB/allin,HJ,QsQd,fold,3,5,['fold'],135.5
28172,UTG/2.0bb/CO/call/BTN/9.5bb,SB,QcTs,fold,4,2,"['23.0bb', 'allin', 'fold']",15.0
28173,HJ/2.0bb/CO/call/SB/13.0bb/HJ/fold/CO/allin,SB,TsTh,fold,3,3,"['call', 'fold']",116.0
28174,HJ/allin,BTN,Ac5d,fold,2,1,"['call', 'fold']",101.5
28175,HJ/2.0bb/CO/call/BTN/9.5bb/BB/call/HJ/fold/CO/allin,BTN,KsKc,call,4,3,"['call', 'fold']",121.5
28176,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/call/CO/fold/BTN/allin,BB,QsQc,call,4,3,"['call', 'fold']",132.5
28177,CO/2.3bb/BTN/call/BB/14.0bb/CO/fold/BTN/allin,BB,AhQc,call,3,3,"['call', 'fold']",116.8
28178,HJ/2.0bb/CO/call/BTN/9.5bb/BB/call/HJ/fold/CO/allin,BTN,KsQd,fold,4,3,"['call', 'fold']",121.5
28179,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/HJ/call/CO/allin,BTN,5s5h,fold,4,3,"['call', 'fold']",129.5
28180,HJ/2.0bb/BTN/call/BB/13.5bb/HJ/call,BTN,6h6c,fold,3,2,['fold'],29.5
28181,HJ/2.0bb/CO/call/BTN/call/BB/allin,HJ,KsKh,call,4,2,"['call', 'fold']",106.5
28182,CO/2.3bb/BTN/7.5bb/CO/allin,BTN,JsJc,call,2,3,"['call', 'fold']",109.0
28183,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/31.2bb/CO/fold/BTN/fold/SB/allin,BB,9s9h,call,5,4,"['call', 'fold']",151.2
28184,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/BB/40.1bb/HJ/call/BTN/allin,SB,AhAd,call,4,5,"['call', 'fold']",201.2
28185,UTG/2.0bb/SB/10.0bb/UTG/19.0bb,SB,KsKd,fold,2,3,"['40.0bb', 'call', 'fold']",30.0
28186,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/34.0bb/CO/call/BTN/call/SB/call/BB/allin/UTG/fold,CO,JdJc,fold,5,4,['fold'],236.0
28187,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/34.0bb/CO/allin/BTN/fold/SB/fold,BB,QhQc,call,5,4,"['call', 'fold']",153.0
28188,SB/call,BB,9d4d,5.0bb,2,0,"['5.0bb', '3.0bb', 'check', 'fold']",1.0
28189,HJ/2.0bb/CO/6.5bb/BTN/call/BB/24.1bb/HJ/call/CO/call/BTN/allin,BB,AsAh,call,4,4,"['call', 'fold']",172.8
28190,UTG/2.0bb/CO/call/SB/12.0bb/BB/24.0bb/UTG/allin,CO,KsJs,fold,4,4,['fold'],138.0
28191,CO/2.3bb/SB/call/BB/11.0bb/CO/call/SB/allin,BB,Ks6s,fold,3,3,"['call', 'fold']",122.0
28192,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/allin,SB,9h4h,fold,5,4,"['call', 'fold']",124.0
28193,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/31.2bb/CO/call/BTN/allin/SB/fold/BB/fold,HJ,KdJd,call,5,4,"['call', 'fold']",180.4
28194,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/BB/call/HJ/fold/CO/fold,BTN,KcJc,fold,5,3,"['allin', 'fold']",61.7
28195,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/UTG/fold/CO/allin/BTN/fold,SB,AsAd,call,4,4,"['call', 'fold']",135.5
28196,HJ/2.0bb/CO/6.5bb/BTN/call/BB/24.1bb/HJ/fold/CO/allin,BTN,AhKd,fold,4,4,['fold'],133.1
28197,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/call/CO/call/BTN/call/SB/allin,BB,AdKh,fold,5,4,['fold'],220.4
28198,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/call/CO/call/SB/allin/BB/fold,UTG,4h4c,fold,4,3,"['call', 'fold']",142.0
28199,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/call/BTN/30.0bb/SB/allin,BB,QcJc,call,4,4,"['call', 'fold']",158.0
28200,SB/3.0bb,BB,6h4h,call,2,1,"['call', '10.0bb', 'fold']",4.0
28201,HJ/2.0bb/CO/6.5bb/BTN/allin,BB,Kc6c,fold,4,3,"['call', 'fold']",110.0
28202,HJ/2.0bb/CO/6.5bb/BB/17.5bb/HJ/fold,CO,KsJd,fold,3,3,"['allin', 'call', 'fold']",26.5
28203,BTN/2.5bb/SB/call/BB/11.0bb/BTN/23.0bb/SB/allin,BB,Td9h,fold,3,4,"['call', 'fold']",134.0
28204,UTG/2.0bb/CO/6.5bb/BB/18.0bb/UTG/33.0bb/CO/allin,BB,JdJc,fold,3,5,"['call', 'fold']",151.5
28205,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/HJ/call/CO/call/BTN/allin/SB/fold,BB,AsAh,call,5,3,"['call', 'fold']",160.0
28206,UTG/2.0bb/CO/call/BTN/9.5bb,SB,AsAd,23.0bb,4,2,"['23.0bb', 'allin', 'fold']",15.0
28207,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/call/BTN/fold/SB/allin,BB,AhAd,call,4,3,"['call', 'fold']",130.3
28208,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/29.2bb/CO/fold/SB/allin,BB,QsQd,call,4,4,"['call', 'fold']",146.2
28209,,BTN,QcTh,2.5bb,1,0,"['2.5bb', 'fold']",1.5
28210,UTG/2.0bb/BTN/call/SB/call,BB,AdQs,14.0bb,4,1,"['14.0bb', 'fold']",7.0
28211,UTG/2.0bb/HJ/6.5bb/CO/allin,UTG,AdAc,call,3,3,"['call', 'fold']",110.0
28212,HJ/2.0bb,BB,KhTs,call,2,1,"['call', '12.3bb', 'fold']",3.5
28213,,SB,AcKh,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
28214,UTG/2.0bb/CO/6.5bb/SB/18.0bb/UTG/fold/CO/30.0bb,SB,9s9c,fold,3,4,"['allin', 'call', 'fold']",51.0
28215,UTG/2.0bb/SB/10.0bb/BB/20.0bb/UTG/35.0bb/SB/allin/BB/fold,UTG,KsKc,call,3,5,"['call', 'fold']",155.0
28216,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/SB/allin/UTG/fold/CO/fold,BTN,7h7c,fold,4,4,"['call', 'fold']",122.5
28217,SB/3.0bb/BB/allin,SB,TsTd,call,2,2,"['call', 'fold']",103.0
28218,CO/2.3bb/BTN/7.5bb/SB/call/CO/allin,BTN,6h6c,fold,3,3,"['call', 'fold']",116.0
28219,BTN/2.5bb,SB,AcJd,12.0bb,2,1,"['12.0bb', 'fold']",4.0
28220,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/fold/BTN/allin,SB,KcQs,fold,5,3,['fold'],122.0
28221,UTG/2.0bb,SB,KhTs,fold,2,1,"['call', '10.0bb', 'fold']",3.5
28222,SB/3.0bb/BB/10.0bb/SB/21.0bb,BB,6s6h,fold,2,3,"['allin', 'call', 'fold']",31.0
28223,BTN/2.5bb/SB/call/BB/11.0bb/BTN/23.0bb/SB/allin/BB/fold,BTN,As5s,fold,3,4,"['call', 'fold']",134.0
28224,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/SB/24.0bb,BB,Kh7d,fold,5,4,"['allin', 'fold']",46.5
28225,UTG/2.0bb/CO/call/BB/allin/UTG/fold,CO,9s9h,fold,3,2,['fold'],104.5
28226,CO/2.3bb/BTN/call,SB,KdQs,12.5bb,3,1,"['12.5bb', 'fold']",6.1
28227,BTN/2.5bb,BB,Tc8c,call,2,1,"['call', '13.0bb', 'fold']",4.0
28228,CO/2.3bb/BB/13.5bb,CO,AdQd,call,2,2,"['call', '28.0bb', 'fold']",16.3
28229,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/fold/CO/call/BTN/fold/SB/allin,BB,9h9c,fold,5,4,"['call', 'fold']",164.0
28230,UTG/2.0bb/SB/call,BB,KdQc,11.0bb,3,1,"['11.0bb', 'fold']",5.0
28231,CO/2.3bb/BTN/7.5bb/SB/21.0bb/BB/allin,CO,QhJh,fold,4,4,"['call', 'fold']",130.8
28232,UTG/2.0bb/BTN/7.5bb,BB,8h4h,fold,3,2,"['20.0bb', 'allin', 'fold']",11.0
28233,CO/2.3bb/BTN/7.5bb,BB,AdAc,20.0bb,3,2,"['20.0bb', 'fold']",11.3
28234,UTG/2.0bb/HJ/allin,SB,Kd3d,fold,3,2,"['call', 'fold']",103.5
28235,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/29.2bb/CO/call/SB/allin,BB,AhAc,call,4,4,"['call', 'fold']",173.39999999999998
28236,HJ/2.0bb/CO/call/BTN/call/SB/call,BB,AdAc,16.0bb,5,1,"['16.0bb', 'fold']",9.0
28237,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/call/BTN/fold,SB,8s8d,fold,5,2,['fold'],49.0
28238,HJ/2.0bb/CO/call/SB/allin,BB,Ac5d,fold,4,2,"['call', 'fold']",105.0
28239,BTN/2.5bb,BB,Ad9h,call,2,1,"['call', '13.0bb', 'fold']",4.0
28240,HJ/2.0bb/CO/6.5bb/BTN/call/HJ/22.9bb,CO,As8s,fold,3,3,"['allin', 'fold']",37.4
28241,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/fold/BTN/28.0bb/SB/allin,BB,AhQd,call,4,4,"['call', 'fold']",144.5
28242,HJ/2.0bb/CO/call/SB/call/BB/allin/HJ/fold,CO,8h8d,fold,4,2,['fold'],106.0
28243,HJ/2.0bb/CO/6.5bb,HJ,AhAc,19.0bb,2,2,"['19.0bb', 'allin', 'call', 'fold']",10.0
28244,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/UTG/allin,HJ,KhQh,fold,3,4,"['call', 'fold']",122.0
28245,UTG/2.0bb/HJ/6.5bb/BTN/14.0bb/UTG/28.0bb/HJ/fold,BTN,Ac4c,fold,3,4,"['allin', 'call', 'fold']",50.0
28246,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/HJ/24.0bb/CO/fold,BTN,KsKc,call,3,4,"['call', 'fold']",45.1
28247,HJ/2.0bb/BTN/call,BB,AhKs,13.5bb,3,1,"['13.5bb', 'fold']",5.5
28248,CO/2.3bb,BTN,KhJd,7.5bb,2,1,"['7.5bb', 'call', 'fold']",3.8
28249,UTG/2.0bb,BB,KhQh,call,2,1,"['call', '12.0bb', 'fold']",3.5
28250,,SB,As8d,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
28251,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/call/SB/allin,BB,AhQs,call,4,3,"['call', 'fold']",130.3
28252,BTN/2.5bb/SB/allin,BB,QsQc,call,3,2,"['call', 'fold']",103.5
28253,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/call/CO/allin/SB/fold,BB,AhJd,fold,4,3,"['call', 'fold']",132.0
28254,UTG/2.0bb/CO/call/SB/call,BB,QdTd,fold,4,1,"['14.0bb', 'fold']",7.0
28255,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/fold/CO/allin/BTN/fold,BB,AsKc,call,4,3,"['call', 'fold']",119.5
28256,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/HJ/allin/CO/fold/BTN/fold/SB/fold,BB,AhAd,call,5,3,"['call', 'fold']",134.0
28257,HJ/2.0bb/CO/call/BB/allin,HJ,Qs9s,fold,3,2,"['call', 'fold']",104.5
28258,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BB/allin,UTG,KdQd,fold,4,4,"['call', 'fold']",123.0
28259,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/call/BTN/allin/SB/fold,BB,AsKd,call,5,3,"['call', 'fold']",136.0
28260,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/UTG/call/CO/fold,BTN,8d8c,fold,4,2,['fold'],35.0
28261,UTG/2.0bb/BTN/call,SB,KdJd,13.0bb,3,1,"['13.0bb', 'fold']",5.5
28262,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/call/SB/allin,BB,JsJc,call,4,3,"['call', 'fold']",130.0
28263,HJ/2.0bb/CO/call/BTN/9.5bb/BB/24.3bb/HJ/call/CO/fold,BTN,JdJc,fold,4,3,"['allin', 'fold']",60.6
28264,HJ/2.0bb/SB/call/BB/11.0bb/HJ/22.0bb,SB,As7s,fold,3,3,['fold'],35.0
28265,BTN/2.5bb/SB/call/BB/allin,BTN,KsKc,call,3,2,"['call', 'fold']",105.0
28266,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/31.0bb,SB,Kc9c,fold,4,3,['fold'],49.6
28267,CO/2.3bb/SB/11.5bb/BB/call/CO/allin,SB,As2s,fold,3,3,"['call', 'fold']",123.0
28268,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/call/SB/allin,BB,KsQc,fold,4,3,"['call', 'fold']",130.0
28269,CO/2.3bb/BTN/call/SB/12.5bb/CO/26.0bb,BTN,Kd7d,fold,3,3,['fold'],41.8
28270,CO/2.3bb/BTN/call/SB/12.5bb/BB/27.0bb/CO/allin/BTN/fold,SB,KhQc,fold,4,4,"['call', 'fold']",141.8
28271,CO/2.3bb/BTN/7.5bb/SB/call/BB/call,CO,Ac8d,fold,4,2,"['allin', 'fold']",24.8
28272,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/call/CO/fold/BTN/fold/SB/allin,BB,JhJc,call,5,3,"['call', 'fold']",136.0
28273,UTG/2.0bb/CO/allin,BTN,KdTd,fold,3,2,"['call', 'fold']",103.5
28274,UTG/2.0bb/BB/allin,UTG,Qd9d,fold,2,2,"['call', 'fold']",102.5
28275,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/fold/BTN/call/SB/allin,BB,AsAh,call,4,3,"['call', 'fold']",131.0
28276,HJ/allin,BTN,Qc7c,fold,2,1,"['call', 'fold']",101.5
28277,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/call/SB/allin,BB,QsQd,call,4,3,"['call', 'fold']",130.0
28278,HJ/2.0bb/CO/6.5bb/BTN/call/BB/allin/HJ/fold,CO,QsQh,call,4,3,"['call', 'fold']",115.5
28279,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/HJ/call/BTN/allin,SB,AhAd,call,3,4,"['call', 'fold']",143.0
28280,CO/2.3bb,BB,5s5c,call,2,1,"['13.5bb', 'call', 'fold']",3.8
28281,HJ/2.0bb,BTN,AcQh,7.5bb,2,1,"['7.5bb', 'call', 'fold']",3.5
28282,SB/allin,BB,6s6c,call,2,1,"['call', 'fold']",101.0
28283,UTG/2.0bb/BB/12.0bb/UTG/22.0bb/BB/40.0bb/UTG/allin,BB,QsQh,fold,2,5,"['call', 'fold']",140.5
28284,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/HJ/allin/CO/fold,BTN,QdJh,fold,4,4,"['call', 'fold']",136.6
28285,CO/2.3bb/BTN/call/BB/14.0bb/CO/fold/BTN/allin,BB,KsKd,call,3,3,"['call', 'fold']",116.8
28286,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/call/CO/allin/SB/fold/BB/fold,UTG,AdAc,fold,4,3,['fold'],130.0
28287,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/allin,UTG,AcKd,call,5,2,"['call', 'fold']",108.0
28288,HJ/2.0bb/CO/call/SB/call/BB/allin,HJ,AsAh,call,4,2,"['call', 'fold']",106.0
28289,UTG/2.0bb/SB/10.0bb/BB/20.0bb/UTG/fold,SB,2s2d,fold,3,3,"['allin', '40.0bb', 'call', 'fold']",32.0
28290,HJ/2.0bb/BTN/call/SB/13.0bb/BB/call/HJ/allin,BTN,KcJc,fold,4,3,['fold'],128.0
28291,HJ/2.0bb/CO/call/BTN/9.5bb,BB,QcJh,fold,4,2,"['allin', '24.3bb', 'fold']",15.0
28292,CO/2.3bb/BTN/7.5bb/SB/21.0bb,BB,Ac8s,fold,4,3,"['allin', 'fold']",31.8
28293,SB/call,BB,AsQs,3.0bb,2,0,"['5.0bb', '3.0bb', 'check', 'fold']",1.0
28294,BTN/2.5bb/SB/12.0bb/BB/call,BTN,AhTd,fold,3,2,"['allin', 'fold']",26.5
28295,CO/2.3bb/SB/11.5bb/BB/call/CO/allin,SB,As4s,fold,3,3,"['call', 'fold']",123.0
28296,UTG/2.0bb/CO/call/BB/allin,UTG,KsKc,call,3,2,"['call', 'fold']",104.5
28297,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/fold/BTN/allin,SB,KhQc,fold,5,3,['fold'],122.0
28298,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/UTG/30.0bb,CO,9s9h,fold,3,4,"['allin', 'fold']",51.0
28299,,SB,Ah6s,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
28300,UTG/2.0bb/CO/call/SB/12.0bb/BB/24.0bb/UTG/call/CO/call/SB/allin,BB,QdQc,fold,4,4,"['call', 'fold']",172.0
28301,UTG/2.0bb/SB/10.0bb/BB/call,UTG,Ks9s,fold,3,2,"['25.0bb', 'allin', 'fold']",22.0
28302,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call,CO,AdQd,fold,4,2,['fold'],32.5
28303,HJ/2.0bb/CO/6.5bb/BTN/allin/HJ/fold,CO,AsQd,fold,3,3,"['call', 'fold']",110.0
28304,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/31.2bb/CO/fold/BTN/call/SB/allin,BB,QsTs,fold,5,4,"['call', 'fold']",180.4
28305,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/fold/CO/allin/SB/fold,BB,JhJd,call,4,3,"['call', 'fold']",118.0
28306,CO/2.3bb/BTN/call/SB/12.5bb/CO/fold/BTN/allin,SB,JsJh,call,3,3,"['call', 'fold']",115.8
28307,CO/2.3bb/SB/call,BB,AcQh,11.0bb,3,1,"['11.0bb', 'fold']",5.6
28308,,HJ,KhKd,2.0bb,1,0,"['2.0bb', 'fold']",1.5
28309,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/HJ/allin/CO/fold/BTN/fold,SB,AsAh,call,4,3,"['call', 'fold']",120.0
28310,UTG/2.0bb/SB/allin,BB,AsAc,call,3,2,"['call', 'fold']",103.0
28311,HJ/2.0bb,CO,KhTh,6.5bb,2,1,"['6.5bb', 'fold']",3.5
28312,CO/2.3bb/SB/call,BB,AdJd,11.0bb,3,1,"['11.0bb', 'fold']",5.6
28313,HJ/2.0bb/CO/call,SB,JdJc,13.0bb,3,1,"['13.0bb', 'fold']",5.5
28314,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/fold/BTN/allin/SB/fold,BB,QdQc,call,4,3,"['call', 'fold']",118.5
28315,HJ/2.0bb/CO/call,SB,Ah5h,13.0bb,3,1,"['13.0bb', 'fold']",5.5
28316,,CO,QsQh,2.3bb,1,0,"['2.3bb', 'fold']",1.5
28317,UTG/2.0bb/CO/6.5bb/SB/18.0bb,BB,KcJd,fold,4,3,"['33.0bb', 'fold']",27.5
28318,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/SB/26.0bb,BB,KdTs,fold,5,4,"['allin', 'fold']",49.5
28319,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/SB/26.0bb,UTG,2h2d,fold,4,4,"['allin', 'fold']",49.5
28320,UTG/2.0bb/CO/call/SB/12.0bb/UTG/allin/CO/fold,SB,AsKs,call,3,3,"['call', 'fold']",115.0
28321,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/UTG/fold/CO/29.0bb/BTN/allin,SB,JhJc,call,4,4,"['call', 'fold']",147.0
